"ENSG00000000003","TSPAN6"
"ENSMUSG00000107182","RP24-196M24.2"
"ENSMUSG00000107183","RP24-187F3.3"
"ENSMUSG00000107184","RP23-253G12.3"
"ENSMUSG00000107185","RP24-328P2.7"
"ENSMUSG00000107187","RP23-432M17.5"
"ENSMUSG00000107189","RP23-392I2.4"
"ENSMUSG00000107191","RP23-297M4.4"
"ENSMUSG00000107192","RP23-55P22.3"
"ENSMUSG00000107193","RP24-560A18.4"
"ENSMUSG00000107194","RP24-470E5.3"
"ENSMUSG00000107195","RP23-477N9.6"
"ENSMUSG00000107197","RP23-262J12.3"
"ENSMUSG00000107198","RP23-258C6.2"
"ENSMUSG00000107199","RP23-429P17.1"
"ENSMUSG00000107200","RP23-442L7.3"
"ENSMUSG00000107201","RP23-113M20.4"
"ENSMUSG00000107203","RP23-345O17.6"
"ENSMUSG00000107204","RP23-191I2.1"
"ENSMUSG00000107205","RP23-382I10.1"
"ENSMUSG00000107206","RP23-130C18.3"
"ENSMUSG00000107207","RP23-323D23.1"
"ENSMUSG00000107208","RP23-319P12.6"
"ENSMUSG00000107209","RP23-422P4.3"
"ENSMUSG00000107211","RP23-262J12.1"
"ENSMUSG00000107212","RP23-339M5.2"
"ENSMUSG00000107213","RP23-23P3.1"
"ENSMUSG00000107214","RP23-346P15.3"
"ENSMUSG00000107215","RP23-253G12.9"
"ENSMUSG00000107216","RP23-353L10.2"
"ENSMUSG00000107217","RP23-179A12.2"
"ENSMUSG00000107218","RP23-307P18.3"
"ENSMUSG00000107219","RP23-42M8.10"
"ENSMUSG00000107220","RP23-415E17.3"
"ENSMUSG00000107222","RP23-253G12.10"
"ENSMUSG00000107223","RP24-255M7.1"
"ENSMUSG00000107225","RP23-376H8.2"
"ENSMUSG00000107226","RP24-248M2.5"
"ENSMUSG00000107227","RP23-429E19.4"
"ENSMUSG00000107230","RP23-345O17.5"
"ENSMUSG00000107232","RP24-89O12.3"
"ENSMUSG00000107233","RP24-328P2.8"
"ENSMUSG00000107234","RP23-319P12.5"
"ENSMUSG00000107237","RP23-280O16.1"
"ENSMUSG00000107238","RP24-439P5.3"
"ENSMUSG00000107240","RP24-132L16.13"
"ENSMUSG00000107241","RP24-211L21.3"
"ENSMUSG00000107243","RP23-387P23.8"
"ENSMUSG00000107244","RP24-230L5.5"
"ENSMUSG00000107245","RP23-55P22.5"
"ENSMUSG00000107246","RP23-44L13.1"
"ENSMUSG00000107247","RP23-173B14.4"
"ENSMUSG00000107248","RP24-94L5.3"
"ENSMUSG00000107251","RP24-273B9.1"
"ENSMUSG00000107252","RP24-183G19.6"
"ENSMUSG00000107253","RP23-42M8.2"
"ENSMUSG00000107254","RP23-42O8.9"
"ENSMUSG00000107255","CH25-194I22.4"
"ENSMUSG00000107256","RP24-297N9.13"
"ENSMUSG00000107257","RP23-387L12.3"
"ENSMUSG00000107258","Olfr1401-ps1"
"ENSMUSG00000107259","RP24-188B2.2"
"ENSMUSG00000107261","Trmt112-ps1"
"ENSMUSG00000107262","RP24-333I1.2"
"ENSMUSG00000107263","RP23-265I19.2"
"ENSMUSG00000107265","AC109608.8"
"ENSMUSG00000107266","RP24-353A8.2"
"ENSMUSG00000107270","Tgif1-ps"
"ENSMUSG00000107271","AC114420.2"
"ENSMUSG00000107272","RP23-153H17.7"
"ENSMUSG00000107276","RP24-535K22.2"
"ENSMUSG00000107277","RP23-149A1.6"
"ENSMUSG00000107278","RP24-478I22.8"
"ENSMUSG00000107279","RP23-346P15.4"
"ENSMUSG00000107280","RP23-468H22.1"
"ENSMUSG00000107282","RP23-369P2.2"
"ENSMUSG00000107283","Mpv17"
"ENSMUSG00000107284","RP23-352L15.1"
"ENSMUSG00000107285","RP24-85B14.2"
"ENSMUSG00000107286","RP24-122N24.2"
"ENSMUSG00000107287","RP23-201D22.5"
"ENSMUSG00000107288","RP24-132L16.11"
"ENSMUSG00000107289","RP24-224K15.1"
"ENSMUSG00000107290","RP24-383P24.2"
"ENSMUSG00000107291","RP24-351E22.2"
"ENSMUSG00000107292","RP23-153H17.6"
"ENSMUSG00000107295","RP23-323D23.2"
"ENSMUSG00000107296","RP23-240H6.1"
"ENSMUSG00000107299","RP23-148L8.1"
"ENSMUSG00000107300","RP23-472J13.3"
"ENSMUSG00000107301","RP23-442L7.2"
"ENSMUSG00000107303","RP24-241H23.1"
"ENSMUSG00000107304","RP24-351O18.5"
"ENSMUSG00000107305","RP23-340E6.3"
"ENSMUSG00000107306","RP23-382I10.2"
"ENSMUSG00000107307","RP23-339H11.3"
"ENSMUSG00000107308","RP24-318J14.1"
"ENSMUSG00000107309","RP23-135B1.1"
"ENSMUSG00000107310","RP23-151F20.5"
"ENSMUSG00000107312","RP23-319P12.1"
"ENSMUSG00000107313","RP23-408A1.8"
"ENSMUSG00000107314","RP23-375E13.1"
"ENSMUSG00000107315","RP23-432M17.3"
"ENSMUSG00000107316","RP23-149A1.7"
"ENSMUSG00000107317","WI1-1993I8.1"
"ENSMUSG00000107318","RP23-315E2.1"
"ENSMUSG00000107319","RP24-353A8.1"
"ENSMUSG00000107320","RP23-23C4.5"
"ENSMUSG00000107322","RP23-201C9.3"
"ENSMUSG00000107325","RP23-342A15.2"
"ENSMUSG00000107326","RP24-211L21.2"
"ENSMUSG00000107327","RP23-73P16.2"
"ENSMUSG00000107331","RP23-153H17.5"
"ENSMUSG00000107333","RP23-49O22.2"
"ENSMUSG00000107334","RP23-316P20.1"
"ENSMUSG00000107335","RP23-38B15.1"
"ENSMUSG00000107336","RP24-544J6.5"
"ENSMUSG00000107337","RP24-266G11.4"
"ENSMUSG00000107340","RP23-3M10.11"
"ENSMUSG00000107341","RP23-338E5.5"
"ENSMUSG00000107344","RP24-105K16.2"
"ENSMUSG00000107346","RP23-388L12.3"
"ENSMUSG00000107348","RP23-320H13.5"
"ENSMUSG00000107349","RP23-18G14.1"
"ENSMUSG00000107350","RP23-42K10.4"
"ENSMUSG00000107351","RP23-169L4.6"
"ENSMUSG00000107352","RP24-80F7.3"
"ENSMUSG00000107353","RP24-132L16.14"
"ENSMUSG00000107354","RP23-321C24.2"
"ENSMUSG00000107355","RP24-80F7.5"
"ENSMUSG00000107356","RP23-388L12.2"
"ENSMUSG00000107357","RP23-320H13.3"
"ENSMUSG00000107358","RP23-4H14.1"
"ENSMUSG00000107359","RP24-503P15.7"
"ENSMUSG00000107360","RP23-301H20.1"
"ENSMUSG00000107362","RP23-403P24.1"
"ENSMUSG00000107363","RP23-319P12.4"
"ENSMUSG00000107364","RP23-155F13.3"
"ENSMUSG00000107365","RP24-173B18.1"
"ENSMUSG00000107368","RP23-222G22.5"
"ENSMUSG00000107369","Gstm2-ps1"
"ENSMUSG00000107370","RP23-27D8.2"
"ENSMUSG00000107371","RP24-372H3.3"
"ENSMUSG00000107373","AC108848.6"
"ENSMUSG00000107374","RP24-470E5.2"
"ENSMUSG00000107375","RP24-74E24.5"
"ENSMUSG00000107376","RP23-365E3.3"
"ENSMUSG00000107377","RP23-414I9.1"
"ENSMUSG00000107378","RP23-387P23.5"
"ENSMUSG00000107379","RP23-8L20.6"
"ENSMUSG00000107380","Vmn1r-ps6"
"ENSMUSG00000107383","RP24-246N21.1"
"ENSMUSG00000107384","RP23-301H20.2"
"ENSMUSG00000107385","RP24-103L16.5"
"ENSMUSG00000107386","RP23-149H20.3"
"ENSMUSG00000107387","RP24-343A12.4"
"ENSMUSG00000107388","RP23-408A1.4"
"ENSMUSG00000107389","RP23-8L20.8"
"ENSMUSG00000107390","RP24-351O18.4"
"ENSMUSG00000107392","RP23-57N5.3"
"ENSMUSG00000107394","RP24-491O22.3"
"ENSMUSG00000107395","RP23-149L20.3"
"ENSMUSG00000107396","RP24-353J16.1"
"ENSMUSG00000107397","RP24-239L16.4"
"ENSMUSG00000107398","RP23-91C8.3"
"ENSMUSG00000107399","Olfr1544-ps1"
"ENSMUSG00000107400","Olfr797-ps1"
"ENSMUSG00000107401","RP23-238I17.5"
"ENSMUSG00000107402","RP23-285C21.7"
"ENSMUSG00000107403","RP23-393L24.1"
"ENSMUSG00000107404","RP24-446B12.2"
"ENSMUSG00000107405","RP24-336O24.2"
"ENSMUSG00000107406","RP23-402P24.5"
"ENSMUSG00000107407","RP23-78J15.4"
"ENSMUSG00000107408","RP23-430N1.1"
"ENSMUSG00000107409","RP23-100J14.10"
"ENSMUSG00000107410","RP23-27D8.3"
"ENSMUSG00000107411","RP23-149L20.1"
"ENSMUSG00000107412","RP23-436D14.6"
"ENSMUSG00000107413","CAAA01096603.1"
"ENSMUSG00000107414","RP24-229C13.3"
"ENSMUSG00000107415","RP23-432A17.1"
"ENSMUSG00000107416","RP24-420O24.4"
"ENSMUSG00000107417","Olfr1383"
"ENSMUSG00000107418","RP23-198D7.5"
"ENSMUSG00000107419","RP23-206K5.1"
"ENSMUSG00000107420","RP24-216M19.5"
"ENSMUSG00000107421","RP23-227G6.1"
"ENSMUSG00000107422","RP24-423A5.1"
"ENSMUSG00000107423","RP24-140M19.7"
"ENSMUSG00000107424","RP23-109E8.1"
"ENSMUSG00000107425","RP23-205D10.7"
"ENSMUSG00000107427","RP23-25K2.2"
"ENSMUSG00000107428","RP24-171J16.3"
"ENSMUSG00000107429","RP23-5D6.6"
"ENSMUSG00000107430","Pp2d1-ps"
"ENSMUSG00000107431","RP24-243E15.4"
"ENSMUSG00000107432","RP23-82I13.8"
"ENSMUSG00000107433","RP24-229C13.2"
"ENSMUSG00000107434","RP23-408I12.1"
"ENSMUSG00000107435","RP24-398M13.2"
"ENSMUSG00000107436","RP24-108G5.4"
"ENSMUSG00000107438","RP23-111F17.1"
"ENSMUSG00000107439","RP24-492L15.6"
"ENSMUSG00000107440","RP23-64I9.2"
"ENSMUSG00000107441","RP23-338O19.1"
"ENSMUSG00000107442","RP24-276E19.1"
"ENSMUSG00000107443","RP24-392D22.2"
"ENSMUSG00000107445","RP23-462B3.1"
"ENSMUSG00000107446","RP24-92L16.4"
"ENSMUSG00000107447","RP23-198D7.4"
"ENSMUSG00000107448","RP23-296N5.2"
"ENSMUSG00000107449","RP24-492L15.7"
"ENSMUSG00000107450","RP23-56M2.8"
"ENSMUSG00000107451","RP23-370A2.7"
"ENSMUSG00000107452","Klf17-ps"
"ENSMUSG00000107453","RP24-356D15.3"
"ENSMUSG00000107454","RP23-112F6.2"
"ENSMUSG00000107455","RP24-204J8.6"
"ENSMUSG00000107456","RP23-387H1.3"
"ENSMUSG00000107457","RP23-235P6.10"
"ENSMUSG00000107458","RP24-266P6.8"
"ENSMUSG00000107459","RP24-289M9.1"
"ENSMUSG00000107460","RP24-419M4.3"
"ENSMUSG00000107461","RP23-406J21.4"
"ENSMUSG00000107462","RP23-97L11.3"
"ENSMUSG00000107463","RP23-329P9.14"
"ENSMUSG00000107464","RP23-134A10.11"
"ENSMUSG00000107465","RP23-272K20.3"
"ENSMUSG00000107466","RP23-24A9.4"
"ENSMUSG00000107467","RP23-174N23.2"
"ENSMUSG00000107468","RP23-334M3.7"
"ENSMUSG00000107469","Olfr436-ps1"
"ENSMUSG00000107470","CAAA01093177.1"
"ENSMUSG00000107471","RP23-267E11.6"
"ENSMUSG00000107472","RP23-333I12.1"
"ENSMUSG00000107473","RP24-571G22.1"
"ENSMUSG00000107474","RP24-236K6.3"
"ENSMUSG00000107475","RP23-234C22.1"
"ENSMUSG00000107476","Zfp862-ps"
"ENSMUSG00000107477","RP23-45G16.11"
"ENSMUSG00000107478","RP24-297C1.14"
"ENSMUSG00000107479","RP23-111G16.8"
"ENSMUSG00000107480","RP24-483J20.2"
"ENSMUSG00000107481","RP24-315D19.4"
"ENSMUSG00000107482","RP23-74K24.2"
"ENSMUSG00000107483","RP23-140M6.2"
"ENSMUSG00000107484","RP23-216B19.2"
"ENSMUSG00000107486","Trbv4"
"ENSMUSG00000107487","RP23-78J15.6"
"ENSMUSG00000107488","RP23-376H18.1"
"ENSMUSG00000107489","RP23-97D19.5"
"ENSMUSG00000107490","RP23-263D5.9"
"ENSMUSG00000107491","RP23-321B3.8"
"ENSMUSG00000107492","RP23-451F7.8"
"ENSMUSG00000107493","RP24-162P19.2"
"ENSMUSG00000107494","RP23-15K8.1"
"ENSMUSG00000107495","RP24-97D9.3"
"ENSMUSG00000107496","RP23-388D3.1"
"ENSMUSG00000107497","RP23-441J16.4"
"ENSMUSG00000107498","RP24-257M4.1"
"ENSMUSG00000107499","Ccdc142"
"ENSMUSG00000107500","RP24-539M22.2"
"ENSMUSG00000107501","RP23-348F12.1"
"ENSMUSG00000107502","RP24-194N1.2"
"ENSMUSG00000107503","RP23-214M22.10"
"ENSMUSG00000107504","RP23-438P19.4"
"ENSMUSG00000107505","RP23-214M22.9"
"ENSMUSG00000107506","RP23-21F2.7"
"ENSMUSG00000107508","RP23-472N21.2"
"ENSMUSG00000107509","RP24-417N21.5"
"ENSMUSG00000107510","RP23-130F23.2"
"ENSMUSG00000107511","RP23-62E9.4"
"ENSMUSG00000107512","RP23-178I17.3"
"ENSMUSG00000107513","Tgif2-ps1"
"ENSMUSG00000107514","RP23-460E2.2"
"ENSMUSG00000107515","RP24-325F2.1"
"ENSMUSG00000107516","RP24-309B5.2"
"ENSMUSG00000107517","RP24-338F2.2"
"ENSMUSG00000107518","RP24-97C18.7"
"ENSMUSG00000107519","RP23-134A10.5"
"ENSMUSG00000107520","RP23-469O12.5"
"ENSMUSG00000107521","RP24-91B1.7"
"ENSMUSG00000107522","RP23-134A10.15"
"ENSMUSG00000107523","RP24-364D22.6"
"ENSMUSG00000107524","RP23-200C3.9"
"ENSMUSG00000107525","RP24-136N24.3"
"ENSMUSG00000107526","RP24-328H10.1"
"ENSMUSG00000107527","RP23-340H19.2"
"ENSMUSG00000107528","RP23-191I2.4"
"ENSMUSG00000107529","RP23-480I16.3"
"ENSMUSG00000107530","RP24-243F8.7"
"ENSMUSG00000107531","RP23-89F9.3"
"ENSMUSG00000107532","RP23-261F17.1"
"ENSMUSG00000107533","RP24-131B7.1"
"ENSMUSG00000107534","RP23-100I21.3"
"ENSMUSG00000107535","RP23-42H18.6"
"ENSMUSG00000107536","RP23-100J14.12"
"ENSMUSG00000107538","RP23-79A7.3"
"ENSMUSG00000107539","RP23-281H4.10"
"ENSMUSG00000107540","RP24-236K6.2"
"ENSMUSG00000107541","RP23-98N14.2"
"ENSMUSG00000107542","RP23-296J10.9"
"ENSMUSG00000107543","RP24-200A9.2"
"ENSMUSG00000107544","RP23-24A9.7"
"ENSMUSG00000107545","RP24-398M13.1"
"ENSMUSG00000107546","RP23-348K12.3"
"ENSMUSG00000107548","RP24-350H4.4"
"ENSMUSG00000107549","RP23-365O8.4"
"ENSMUSG00000107550","RP24-390D8.2"
"ENSMUSG00000107551","RP23-126N22.1"
"ENSMUSG00000107552","RP23-308E4.7"
"ENSMUSG00000107553","RP24-96N20.3"
"ENSMUSG00000107555","Olfr795-ps1"
"ENSMUSG00000107556","RP23-441J16.5"
"ENSMUSG00000107557","RP23-134A10.10"
"ENSMUSG00000107558","RP23-110F19.1"
"ENSMUSG00000107559","RP23-56N1.3"
"ENSMUSG00000107560","RP23-89P21.6"
"ENSMUSG00000107561","RP23-333I12.3"
"ENSMUSG00000107562","RP23-440D19.4"
"ENSMUSG00000107563","RP24-75K10.1"
"ENSMUSG00000107564","RP23-447L9.3"
"ENSMUSG00000107565","RP23-340H19.3"
"ENSMUSG00000107566","RP23-149L20.2"
"ENSMUSG00000107567","RP23-279L13.2"
"ENSMUSG00000107568","RP23-308E4.9"
"ENSMUSG00000107569","RP24-472K15.2"
"ENSMUSG00000107570","RP24-76F22.1"
"ENSMUSG00000107571","RP23-411N5.3"
"ENSMUSG00000107572","RP23-330J17.1"
"ENSMUSG00000107573","Olfr1389"
"ENSMUSG00000107574","RP24-315D19.7"
"ENSMUSG00000107575","RP23-258B18.2"
"ENSMUSG00000107576","RP23-236J3.4"
"ENSMUSG00000107577","RP23-374K9.7"
"ENSMUSG00000107578","RP23-130D15.4"
"ENSMUSG00000107579","RP23-227G6.2"
"ENSMUSG00000107580","RP23-354F7.2"
"ENSMUSG00000107581","RP23-111E4.2"
"ENSMUSG00000107582","RP23-111E4.3"
"ENSMUSG00000107583","RP23-12A18.2"
"ENSMUSG00000107584","RP23-325H23.2"
"ENSMUSG00000107585","RP23-449F12.8"
"ENSMUSG00000107586","RP23-480I16.1"
"ENSMUSG00000107587","RP23-258B18.3"
"ENSMUSG00000107588","RP24-124B23.17"
"ENSMUSG00000107590","RP24-358D8.2"
"ENSMUSG00000107591","RP23-252F4.4"
"ENSMUSG00000107592","Tas2r145-ps3"
"ENSMUSG00000107593","RP24-475M20.4"
"ENSMUSG00000107594","Tas2r142-ps5"
"ENSMUSG00000107595","RP23-62E9.3"
"ENSMUSG00000107596","RP23-325H23.3"
"ENSMUSG00000107597","RP24-315D19.11"
"ENSMUSG00000107598","RP23-301K21.1"
"ENSMUSG00000107599","RP23-238I17.7"
"ENSMUSG00000107600","RP24-174O2.3"
"ENSMUSG00000107601","RP23-368D12.4"
"ENSMUSG00000107602","RP23-464B17.4"
"ENSMUSG00000107603","RP23-56M2.7"
"ENSMUSG00000107604","RP23-100G10.7"
"ENSMUSG00000107605","RP23-370A2.6"
"ENSMUSG00000107606","RP23-411N5.4"
"ENSMUSG00000107608","RP23-89M16.5"
"ENSMUSG00000107609","RP23-263D5.7"
"ENSMUSG00000107610","RP23-23C9.4"
"ENSMUSG00000107611","RP23-100O18.6"
"ENSMUSG00000107612","RP23-205A7.1"
"ENSMUSG00000107613","RP24-338D12.2"
"ENSMUSG00000107614","RP23-281L18.1"
"ENSMUSG00000107615","Olfr793-ps1"
"ENSMUSG00000107616","RP24-398M13.3"
"ENSMUSG00000107618","RP24-469M15.1"
"ENSMUSG00000107619","RP24-83C9.1"
"ENSMUSG00000107620","RP23-449F12.5"
"ENSMUSG00000107622","RP24-226D9.3"
"ENSMUSG00000107623","RP23-240C17.2"
"ENSMUSG00000107624","RP23-170C11.3"
"ENSMUSG00000107625","RP24-418D1.1"
"ENSMUSG00000107626","RP24-346C2.6"
"ENSMUSG00000107627","RP24-491O6.2"
"ENSMUSG00000107628","RP24-194J12.3"
"ENSMUSG00000107629","RP23-100J14.9"
"ENSMUSG00000107630","RP23-9E15.2"
"ENSMUSG00000107631","RP23-346J12.2"
"ENSMUSG00000107632","RP23-287N15.3"
"ENSMUSG00000107633","RP24-127M20.6"
"ENSMUSG00000107634","RP23-133I9.7"
"ENSMUSG00000107635","RP23-421B1.5"
"ENSMUSG00000107637","RP24-303J2.3"
"ENSMUSG00000107638","RP24-338D12.1"
"ENSMUSG00000107639","RP23-338O19.2"
"ENSMUSG00000107640","RP24-124B23.13"
"ENSMUSG00000107641","RP23-348F12.2"
"ENSMUSG00000107642","Tas2r141-ps4"
"ENSMUSG00000107643","RP24-133O13.2"
"ENSMUSG00000107644","RP24-327I4.6"
"ENSMUSG00000107645","Olfr1380"
"ENSMUSG00000107646","RP23-229N21.1"
"ENSMUSG00000107647","RP23-472D18.4"
"ENSMUSG00000107648","Olfr764"
"ENSMUSG00000107649","RP24-402E22.2"
"ENSMUSG00000107650","RP24-420O24.5"
"ENSMUSG00000107651","RP23-472G22.2"
"ENSMUSG00000107652","RP23-120I17.3"
"ENSMUSG00000107653","RP23-346J12.1"
"ENSMUSG00000107655","RP24-358M18.2"
"ENSMUSG00000107656","RP23-235P6.9"
"ENSMUSG00000107657","RP23-456C8.1"
"ENSMUSG00000107658","RP24-377D18.5"
"ENSMUSG00000107659","RP23-49L8.5"
"ENSMUSG00000107660","RP24-83C9.4"
"ENSMUSG00000107661","RP23-348K12.4"
"ENSMUSG00000107662","Olfr772"
"ENSMUSG00000107663","RP24-114M8.4"
"ENSMUSG00000107664","RP23-49A4.2"
"ENSMUSG00000107666","RP24-441P8.3"
"ENSMUSG00000107667","RP23-210L10.2"
"ENSMUSG00000107668","RP23-333I11.2"
"ENSMUSG00000107669","RP24-319O19.4"
"ENSMUSG00000107671","RP24-444P19.4"
"ENSMUSG00000107672","RP24-238J9.6"
"ENSMUSG00000107673","Crs-ps"
"ENSMUSG00000107674","RP23-331P17.1"
"ENSMUSG00000107675","RP24-272N4.2"
"ENSMUSG00000107676","RP23-82I13.10"
"ENSMUSG00000107677","Olfr316"
"ENSMUSG00000107678","RP23-328I7.6"
"ENSMUSG00000107679","RP24-446A8.2"
"ENSMUSG00000107680","RP24-69A18.1"
"ENSMUSG00000107681","RP23-121E15.5"
"ENSMUSG00000107682","RP23-100I21.7"
"ENSMUSG00000107683","RP24-470M22.4"
"ENSMUSG00000107684","Rab5a-ps"
"ENSMUSG00000107685","RP24-554L15.1"
"ENSMUSG00000107686","RP24-380D9.1"
"ENSMUSG00000107687","Rpl36a-ps5"
"ENSMUSG00000107688","RP23-236J3.5"
"ENSMUSG00000107689","RP23-281H4.12"
"ENSMUSG00000107690","RP23-406J21.3"
"ENSMUSG00000107691","RP23-451K2.1"
"ENSMUSG00000107692","RP23-235P6.6"
"ENSMUSG00000107693","RP23-91C8.2"
"ENSMUSG00000107694","RP24-470M22.3"
"ENSMUSG00000107695","RP23-478C7.1"
"ENSMUSG00000107696","RP24-183K24.1"
"ENSMUSG00000107697","RP23-426E9.1"
"ENSMUSG00000107698","RP23-49L8.4"
"ENSMUSG00000107699","RP23-441G5.2"
"ENSMUSG00000107700","RP23-142H1.3"
"ENSMUSG00000107701","RP23-238I17.6"
"ENSMUSG00000107702","RP23-100O18.7"
"ENSMUSG00000107703","RP24-64A19.1"
"ENSMUSG00000107704","RP23-119D13.5"
"ENSMUSG00000107705","RP24-267I24.5"
"ENSMUSG00000107706","RP23-62G15.1"
"ENSMUSG00000107707","RP23-140M6.1"
"ENSMUSG00000107708","RP23-216B19.1"
"ENSMUSG00000107709","RP23-20L3.2"
"ENSMUSG00000107710","RP23-111G16.7"
"ENSMUSG00000107711","Olfr320"
"ENSMUSG00000107712","RP23-23E11.1"
"ENSMUSG00000107713","RP23-12A18.7"
"ENSMUSG00000107714","RP24-314B4.1"
"ENSMUSG00000107715","RP23-145F22.9"
"ENSMUSG00000107716","RP24-576J4.2"
"ENSMUSG00000107718","RP23-69L20.2"
"ENSMUSG00000107719","RP23-82I13.5"
"ENSMUSG00000107720","RP23-296N5.1"
"ENSMUSG00000107721","RP23-252F4.5"
"ENSMUSG00000107722","RP24-183E22.2"
"ENSMUSG00000107723","RP24-430K15.6"
"ENSMUSG00000107724","RP24-267I24.3"
"ENSMUSG00000107725","RP23-36I21.1"
"ENSMUSG00000107726","RP23-47A6.5"
"ENSMUSG00000107727","RP23-83P5.3"
"ENSMUSG00000107728","RP23-174M4.3"
"ENSMUSG00000107729","RP23-477A19.5"
"ENSMUSG00000107730","RP23-45G16.9"
"ENSMUSG00000107731","RP23-287N15.2"
"ENSMUSG00000107732","RP24-226D9.4"
"ENSMUSG00000107733","RP24-127M20.9"
"ENSMUSG00000107734","RP24-459O3.3"
"ENSMUSG00000107735","RP23-78P7.3"
"ENSMUSG00000107736","RP23-27C9.6"
"ENSMUSG00000107737","RP24-174O2.6"
"ENSMUSG00000107738","RP23-11A20.1"
"ENSMUSG00000107739","RP23-215A7.1"
"ENSMUSG00000107740","RP24-238J9.3"
"ENSMUSG00000107741","RP23-200C3.7"
"ENSMUSG00000107742","RP23-89F9.2"
"ENSMUSG00000107743","RP23-431M16.1"
"ENSMUSG00000107744","RP23-354F7.1"
"ENSMUSG00000107745","RP23-304D1.6"
"ENSMUSG00000107746","RP23-399P19.6"
"ENSMUSG00000107747","RP24-322F4.3"
"ENSMUSG00000107748","Olfr766"
"ENSMUSG00000107749","RP23-322E20.6"
"ENSMUSG00000107750","RP23-336L12.3"
"ENSMUSG00000107751","RP24-95A6.1"
"ENSMUSG00000107752","RP23-406G9.3"
"ENSMUSG00000107753","RP23-114E15.14"
"ENSMUSG00000107754","RP24-390D8.3"
"ENSMUSG00000107755","Mageb16-ps2"
"ENSMUSG00000107756","RP24-359O2.7"
"ENSMUSG00000107757","RP23-252K4.1"
"ENSMUSG00000107758","RP23-326P16.3"
"ENSMUSG00000107759","RP23-341E13.1"
"ENSMUSG00000107760","RP23-234N16.5"
"ENSMUSG00000107761","RP24-503A2.8"
"ENSMUSG00000107762","RP23-198H17.1"
"ENSMUSG00000107763","RP23-365O8.3"
"ENSMUSG00000107764","RP23-214M22.7"
"ENSMUSG00000107765","RP24-418D1.3"
"ENSMUSG00000107766","RP23-132J21.3"
"ENSMUSG00000107767","RP24-441P8.4"
"ENSMUSG00000107768","RP23-200M5.7"
"ENSMUSG00000107769","RP23-100J14.13"
"ENSMUSG00000107770","RP24-554L15.2"
"ENSMUSG00000107771","RP23-407F20.1"
"ENSMUSG00000107772","RP24-148O24.2"
"ENSMUSG00000107773","RP24-174O2.4"
"ENSMUSG00000107774","RP24-346C2.8"
"ENSMUSG00000107775","RP23-111G16.5"
"ENSMUSG00000107776","RP23-74G1.3"
"ENSMUSG00000107777","RP24-444P19.5"
"ENSMUSG00000107778","RP23-145J9.12"
"ENSMUSG00000107779","RP24-229C13.5"
"ENSMUSG00000107780","RP23-341J13.3"
"ENSMUSG00000107781","RP23-225J2.5"
"ENSMUSG00000107782","RP23-411N5.2"
"ENSMUSG00000107783","RP23-100J15.2"
"ENSMUSG00000107784","RP24-342N5.1"
"ENSMUSG00000107785","RP24-479J14.2"
"ENSMUSG00000107786","RP23-89P21.7"
"ENSMUSG00000107787","RP23-134A10.14"
"ENSMUSG00000107788","RP23-359M3.5"
"ENSMUSG00000107789","RP24-124B23.14"
"ENSMUSG00000107790","Olfr783-ps1"
"ENSMUSG00000107791","RP24-303J2.2"
"ENSMUSG00000107792","RP23-250E1.9"
"ENSMUSG00000107793","RP23-298K1.3"
"ENSMUSG00000107794","RP23-292N18.3"
"ENSMUSG00000107795","RP23-16J4.3"
"ENSMUSG00000107796","RP24-464A7.1"
"ENSMUSG00000107797","RP24-407P20.1"
"ENSMUSG00000107798","RP23-4F16.15"
"ENSMUSG00000107799","RP23-265P8.3"
"ENSMUSG00000107800","RP24-97D9.7"
"ENSMUSG00000107801","RP23-431M16.2"
"ENSMUSG00000107802","RP24-266J20.3"
"ENSMUSG00000107803","Olfr778-ps1"
"ENSMUSG00000107804","RP23-62E9.2"
"ENSMUSG00000107805","RP24-346C2.5"
"ENSMUSG00000107806","RP23-25K2.3"
"ENSMUSG00000107808","RP23-464B17.3"
"ENSMUSG00000107809","RP23-16B4.2"
"ENSMUSG00000107810","RP24-363O21.8"
"ENSMUSG00000107811","RP23-356N23.5"
"ENSMUSG00000107812","RP23-103G18.7"
"ENSMUSG00000107813","RP23-92M3.1"
"ENSMUSG00000107814","RP23-157O3.6"
"ENSMUSG00000107815","RP23-449F12.6"
"ENSMUSG00000107816","Snrpc-ps"
"ENSMUSG00000107817","RP23-436D14.9"
"ENSMUSG00000107818","RP24-343J20.3"
"ENSMUSG00000107819","RP23-281H4.8"
"ENSMUSG00000107821","RP24-238J9.2"
"ENSMUSG00000107822","Olfr1358"
"ENSMUSG00000107823","RP23-62E9.5"
"ENSMUSG00000107824","RP23-14P17.4"
"ENSMUSG00000107825","RP24-211G11.3"
"ENSMUSG00000107826","RP24-568N16.1"
"ENSMUSG00000107828","RP23-56M2.6"
"ENSMUSG00000107829","RP23-238I17.8"
"ENSMUSG00000107830","RP23-346B1.1"
"ENSMUSG00000107831","RP24-97D9.8"
"ENSMUSG00000107832","RP23-42J4.2"
"ENSMUSG00000107833","RP23-322M5.3"
"ENSMUSG00000107834","RP24-346C2.4"
"ENSMUSG00000107835","RP23-170C11.4"
"ENSMUSG00000107836","RP23-87I4.1"
"ENSMUSG00000107837","RP23-346J12.3"
"ENSMUSG00000107838","RP24-470M22.10"
